,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,Unnamed: 51,Notes,Export Date
464,83.17,,,,,,Arabica,NESTOR MENDEZ GOMEZ,Mexico,SANTA CECILIA,,"ANGEL ALBIO CORZO, CHIAPAS",016-2129,CESMACH S.C.,1500,CHIAPAS,MARGARITO ROBLERO VAZQUEZ,45.0,1,AMECAFE,2013,2013-03-29,NESTOR MENDEZ GOMEZ,Typica,Completed,Washed / Wet,Sample,7.75,7.58,7.58,7.58,7.5,7.42,Sample,10.0,10.0,10.0,7.75,Sample  83.17,,0.11,0,0.0,Green,2,,2014-03-29,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-08-14
465,83.17,,,,,,Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,TLAPACOYA,,"EL CHIPOCO, MUNICIPIO DE TLANCHINOL",1702765464,,532,"TLANCHINOL, HIDALGO",AMADOR HERNANDEZ DIONICIO,10.0,1,AMECAFE,2012,2012-09-27,SAUL M. HERNANDEZ RAMIREZ,Typica,Completed,Washed / Wet,Sample,7.75,7.67,7.58,7.5,7.42,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.17,,0.12,3,0.0,None,8,,2013-09-27,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-06-13
466,83.17,,,,,,Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,LA LOMA,,EL PEDREGAL,1702771046,,1089,SAN BARTOLO TUTOTEPEC,"TREJO VELASCO, ROMAN",10.0,1,AMECAFE,2012,2012-09-27,SAUL M. HERNANDEZ RAMIREZ,Pacamara,Completed,Washed / Wet,Sample,7.58,7.75,7.42,7.67,7.5,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.17,,0.14,0,0.0,None,10,,2013-09-27,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-04-13
467,83.17,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-1691,C.I.Racafe & Cia S.C.A,DE 1.600 A 1.950 MSNM,HUILA,LA PLATA,275.0,70,Almacafé,2012,2012-08-31,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.5,7.5,7.5,7.58,8.17,Sample,10.0,10.0,10.0,7.25,Sample  83.17,,0.11,1,0.0,Green,2,,2013-08-31,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-10-03
468,83.17,,,,,,Arabica,FERNANDO MENDOZA APARICIO,Mexico,EL MIRADOR,,EL MIRADOR,1702766681,,700,SAN ISIDRO,FERNANDO MENDOZA APARICIO,15.0,1,AMECAFE,2012,2012-07-11,FERNANDO MENDOZA APARICIO,Typica,Completed,Washed / Wet,Sample,7.75,7.5,7.42,7.75,7.58,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.17,,0.13,0,0.0,Green,5,,2013-07-11,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-01-07
469,83.17,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza-Armenia,3-68-0140,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250.0,70,Almacafé,2012,2012-06-08,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.58,7.67,7.5,7.58,7.67,7.67,Sample,10.0,10.0,10.0,7.5,Sample  83.17,,0.11,0,0.0,Blue-Green,0,,2013-06-08,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-02-17
471,83.17,,,,,,Arabica,NUCOFFEE,Brazil,Campo das Flores,,,002/1251/0250,NUCOFFEE,1000m,South of Minas Gerais,Giovane Senna Bonacorssi,50.0,60,NUCOFFEE,2012,2012-03-19,NUCOFFEE,Mundo Novo,Completed,Natural / Dry,Sample,7.75,7.67,7.58,7.5,7.58,7.58,Sample,10.0,10.0,10.0,7.5,Sample  83.17,,0.12,0,0.0,Green,1,,2013-03-19,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2013-02-24
472,83.17,,,,,,Arabica,NUCOFFEE,Brazil,São Francisco da Serra,,,002/1251/0245,NUCOFFEE,950m,Mogiana,Maria Aparecida Ferreira Azevedo,100.0,60,NUCOFFEE,2012,2012-02-17,NUCOFFEE,Mundo Novo,Completed,Natural / Dry,Sample,7.92,7.58,7.5,7.58,7.42,7.5,Sample,10.0,10.0,10.0,7.67,Sample  83.17,,0.11,0,0.0,Green,4,,2013-02-16,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2012-04-01
473,83.17,,,,,,Arabica,Felipe Isaza,Guatemala,Conquista / Morito,,Beneficio Ixchel,11-26-0236,Coffee Resources Inc.,"4,600 ft.",Oriente,Conquista / Morito,250.0,2,Specialty Coffee Association,2012,2012-02-01,Felipe Isaza,Bourbon,Completed,Washed / Wet,Sample,7.75,7.5,7.67,7.5,7.92,8.0,Sample,10.0,10.0,9.33,7.5,Sample  83.17,,0.0,0,0.0,Green,10,,2013-01-31,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-02-02
474,83.17,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda do Lobo,,,002/1251/0075,NUCOFFEE,1000m,South of Minas Gerais,Andrea Galvão Noqueira,25.0,60,NUCOFFEE,2011,2011-12-03,NUCOFFEE,Mundo Novo,Completed,Semi-washed / Semi-pulped,Sample,7.75,7.5,7.58,7.5,7.75,7.5,Sample,10.0,10.0,10.0,7.58,Sample  83.17,,0.12,0,0.0,Blue-Green,3,,2012-12-02,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2011-12-07
476,83.17,,,,,,Arabica,The Coffee Source Inc.,El Salvador,Several,,La Majada Cooperative,9-29-1990,,1200 mts,Santa Ana,Several,250.0,69,Specialty Coffee Association,2010-2011,2011-08-23,The Coffee Source Inc.,,Completed,,Sample,7.42,7.83,8.17,8.08,7.17,7.58,Sample,10.0,9.33,10.0,7.58,Sample  83.17,,0.14,0,0.0,,3,,2012-08-22,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-10-08
477,83.17,,,,,,Arabica,Ethiopia Commodity Exchange,Ethiopia,Tega and Tula Special Coffee Farm,,,010/0182/0008,,1850 m,Limu (South Nation Nationalities Peoples State Region),Tega and Tula Special Coffee Farm,300.0,6,Ethiopia Commodity Exchange,August to December,2010-06-16,Ethiopia Commodity Exchange,,Completed,,Sample,7.75,8.0,7.67,8.08,7.83,7.92,Sample,9.33,9.33,9.33,7.92,Sample  83.17,,0.01,0,0.0,,0,,2011-06-16,Ethiopia Commodity Exchange,"Al-Sam Tower 2, 3rd Floor Lideta, Addis Ababa, Ethiopia",- +251 11 554 7001,,,2011-02-02
480,83.08,,,,,,Arabica,Ipanema Coffees,Brazil,Capoeirinha,261/15,Dry mill,002/1660/0049,Ipanema Coffees,905,South of Minas Gerais,Ipanema Agricola,320.0,60,Brazil Specialty Coffee Association,2015,2016-04-25,Ipanema Coffees,Yellow Bourbon,Completed,Pulped natural / honey,Sample,7.58,7.58,7.58,7.5,7.67,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.08,,0.11,0,2.0,Bluish-Green,2,,2017-04-25,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2016-11-24
481,83.08,,,,,,Arabica,Ipanema Coffees,Brazil,Rio Verde,,Ipanema Comercial e Exportadora SA,002/4177/0164,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,320.0,2,Brazil Specialty Coffee Association,2015/2016,2015-10-08,Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,Sample,7.33,7.67,7.67,7.33,7.75,7.42,Sample,10.0,10.0,10.0,7.92,Sample  83.08,,0.0,0,0.0,Green,3,,2016-10-07,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2015-12-26
483,83.08,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,,,,002/4542/0477,BOURBON SPECIALTY COFFEES,,CHAPADÃO DE FERRO (CERRADO MINEIRO),,300.0,60,Brazil Specialty Coffee Association,2015,2015-04-20,BOURBON SPECIALTY COFFEES,Mundo Novo,Completed,Natural / Dry,Sample,7.42,7.67,7.58,7.5,7.75,7.67,Sample,10.0,10.0,10.0,7.5,Sample  83.08,,0.11,0,0.0,Green,13,,2016-04-19,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2015-12-21
484,83.08,,,,,,Arabica,Ipanema Coffees,Brazil,Rio Verde,,Ipanema Coffees,002/1660/0064,Ipanema Coffees,1200,South Minas Gerais,Ipanema Agrícola SA,300.0,2,Specialty Coffee Association,2014/2015,2014-10-16,Ipanema Coffees,Bourbon,Completed,Washed / Wet,Sample,7.58,7.83,7.67,7.42,7.42,7.5,Sample,10.0,10.0,10.0,7.67,Sample  83.08,,0.0,0,0.0,Green,1,,2015-10-16,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2015-06-09
485,83.08,,,,,,Arabica,Eric Thormaehlen,Costa Rica,VARIOS,,CORICAFE SA,05-0048-0171,CORICAFE S.A.,1200-1400,CENTRAL VALLEY - WEST VALLEY,VARIOS,250.0,1,Specialty Coffee Association of Costa Rica,2014,2014-07-15,Eric Thormaehlen,Catuai,Completed,Washed / Wet,Sample,7.83,7.33,7.5,7.67,7.58,7.67,Sample,10.0,10.0,10.0,7.5,Sample  83.08,,0.1,0,0.0,Green,3,,2015-07-15,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2015-01-24
486,83.08,,,,,,Arabica,Eileen Koyanagi,United States (Hawaii),,,,KP011714,Kona Pacific Farmers Cooperative,,KONA,,16.0,45.359,Specialty Coffee Association,2013,2014-02-19,Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,Sample,7.33,7.75,7.58,7.33,7.83,7.67,Sample,10.0,10.0,10.0,7.58,Sample  83.08,,0.12,0,0.0,Bluish-Green,8,,2015-02-19,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-10-15
488,83.08,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,K131353,Kona Pacific Farmers Cooperative,,KONA,,6.0,45.359,Specialty Coffee Association,2012,2013-03-08,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,Sample,7.83,7.83,7.33,7.17,7.75,7.67,Sample,10.0,10.0,10.0,7.5,Sample  83.08,,0.1,0,0.0,Bluish-Green,0,,2014-03-08,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2013-12-15
489,83.08,,,,,,Arabica,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Mexico,santa maria,,,1405830166,FINCA LAS NUBES,1400,SANTA CATARINA JUQUILA,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,10.0,1,AMECAFE,2012,2012-06-06,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Other,Completed,Washed / Wet,Sample,7.75,7.67,7.42,7.75,7.5,7.5,Sample,10.0,10.0,10.0,7.5,Sample  83.08,,0.1,0,0.0,,1,,2013-06-06,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-06-11
490,83.08,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,220454,Kona Pacific Farmers Cooperative,,KONA,,7.0,45.359,Specialty Coffee Association,2012,2012-04-06,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,Sample,7.67,7.58,7.5,7.67,7.92,8.0,Sample,9.33,9.33,10.0,8.08,Sample  83.08,,0.0,1,0.0,,4,,2013-04-06,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-11-17
491,83.08,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2135403,CQI,,Kona,,6.0,45.359,Specialty Coffee Association,2012,2012-02-23,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,Sample,7.33,7.58,7.58,7.92,7.67,7.58,Sample,10.0,10.0,10.0,7.42,Sample  83.08,,0.12,0,0.0,Green,0,,2013-02-22,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-04-12
492,83.08,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-2781,,De 1.600 a 1.950 msn,Huila,"Grupo Monserrate, La Plata",275.0,70,Almacafé,Mayo a Julio,2011-07-29,Racafe & Cia S.C.A,Caturra,Completed,,Sample,7.33,7.33,7.33,7.58,7.25,8.08,Sample,10.0,10.0,10.0,8.17,Sample  83.08,,0.01,0,0.0,,0,,2012-07-28,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-06-24
493,83.08,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora Bonanza-Calarca-Quindio,3-68-0129,,1880 msnm,Cauca,,250.0,70,Almacafé,47/2010,2011-02-22,Exportadora de Cafe Condor S.A,,Completed,,Sample,7.83,7.75,7.33,7.25,7.42,7.92,Sample,10.0,10.0,10.0,7.58,Sample  83.08,,0.08,1,0.0,,3,,2012-02-22,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2011-07-06
495,83.08,,,,,,Arabica,Chris Finch,Guatemala,,,,11/851/0022,,,,,275.0,69,Specialty Coffee Association,,2010-11-11,Chris Finch,,Completed,,Sample,7.92,7.67,7.67,7.25,7.83,7.67,Sample,9.33,10.0,10.0,7.75,Sample  83.08,,0.02,0,0.0,,1,,2011-11-11,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-01-30
501,83,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,3-59-1773,NEIVA,3-59-1773,CARCAFE LTDA CI,442,HUILA,FRANKLIN DUSSAN / HIPOLITO TORRES,25.0,70,Almacafé,2016,2016-02-11,CARCAFE LTDA CI,,Completed,,Sample,7.67,7.67,7.33,7.67,7.5,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.00,,0.11,0,0.0,Green,4,,2017-02-10,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-07-07
503,83,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL CHILE,,LA CONQUISTA,11-973-94,"MERCON GUATEMALA, S.A.",1300 A 1800 METROS SOBRE EL NIVEL DEL MAR,NUEVO ORIENTE,OVIDIO CARDONA,275.0,69,Asociacion Nacional Del Café,2015,2015-07-08,Juan Luis Alvarado Romero,Catuai,Completed,Washed / Wet,Sample,7.67,7.75,7.33,7.92,7.42,7.5,Sample,10.0,10.0,10.0,7.42,Sample  83.00,,0.11,0,0.0,Green,3,,2016-07-07,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2015-09-18
504,83,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,Nueva Granada,,Tradicional,11/326/19,"Agricola Nueva Granada, S.A.",4500 Pies,"El Tumbador, San Marcos","Agricola Nueva Granada, S. A.",200.0,69,Asociacion Nacional Del Café,2015,2015-06-05,Juan Luis Alvarado Romero,Catuai,Completed,Washed / Wet,Sample,7.75,7.67,7.33,7.75,7.5,7.42,Sample,10.0,10.0,10.0,7.58,Sample  83.00,,0.11,0,0.0,Green,2,,2016-06-04,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2016-03-26
505,83,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,BENEFICIO SIEMBRAS VISIÓN (154),11/11711/38,"SIEMBRAS VISIÓN, S.A.",1500MSNM,ANTIGUA,FINCA MEDINA,250.0,69,Asociacion Nacional Del Café,2015,2015-04-23,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.83,7.67,7.25,7.67,7.75,7.5,Sample,10.0,10.0,10.0,7.33,Sample  83.00,,0.11,0,0.0,Green,2,,2016-04-22,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2016-02-27
506,83,,,,,,Arabica,Irene Alves Santos,Brazil,Fazenda Santo Antonio,,Dry,651,Atlantica Eportacao e Importcao Ltda,900-1100,High Mogiana,João Alves Toledo,305.0,2,Brazil Specialty Coffee Association,2014,2015-02-13,Irene Alves Santos,Catuai,Completed,Natural / Dry,Sample,7.67,7.67,7.67,7.5,7.42,7.5,Sample,10.0,10.0,10.0,7.58,Sample  83.00,,0.0,0,0.0,Green,0,,2016-02-13,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2015-11-28
510,83,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,GRUPO MEDINA (PEQUEÑOS PRODUCTORES),,BENEFICIO SIEMBRAS VISIÓN (154),11-11711-86 (SV),"SIEMBRAS VISIÓN, S.A.",1500 MSNM,ANTIGUA,GRUPO MEDINA,26.0,69,Asociacion Nacional Del Café,2014,2014-03-07,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.67,7.42,7.83,7.5,7.5,Sample,10.0,10.0,10.0,7.42,Sample  83.00,,0.1,1,0.0,Green,0,,2015-03-07,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-08-09
511,83,,,,,,Arabica,Eric Thormaehlen,Costa Rica,SEVERAL,,SEVERAL,5-0048-0022,CORICAFE S.A.,1100-1300,CENTRAL VALLEY - WEST VALLEY,CORICAFE BLEND,250.0,1,Specialty Coffee Association of Costa Rica,2013,2014-02-14,Eric Thormaehlen,Catuai,Completed,Washed / Wet,Sample,7.67,7.58,7.5,7.58,7.5,7.5,Sample,10.0,10.0,10.0,7.67,Sample  83.00,,0.11,0,0.0,Green,3,,2015-02-14,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2014-04-11
512,83,,,,,,Arabica,Jacques Pereira Carneiro,Brazil,SERTAO FARM,,COCARIVE,002/1352/0077,Exportadora de Cafés Carmo de Minas LTDA,1250,SUL DE MINAS,NAZARETH DIAS PEREIRA,250.0,2,Specialty Coffee Association,2013/2014,2014-01-02,Jacques Pereira Carneiro,Yellow Bourbon,Completed,Semi-washed / Semi-pulped,Sample,7.75,7.58,7.42,7.67,7.42,7.67,Sample,10.0,10.0,10.0,7.5,Sample  83.00,,0.12,0,0.0,Bluish-Green,4,,2015-01-02,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-07-10
513,83,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0281,Racafe & Cia S.C.A,1600 - 1950 msnm,Huila,La Plata,120.0,70,Almacafé,2013,2013-11-07,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.42,7.33,7.5,7.58,7.17,Sample,10.0,10.0,10.0,8.25,Sample  83.00,,0.11,1,0.0,Green,1,,2014-11-07,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-07-01
514,83,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza,3-68-0248,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250.0,70,Almacafé,2013,2013-08-02,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.83,7.5,7.58,7.33,7.5,7.67,Sample,10.0,10.0,10.0,7.58,Sample  83.00,,0.0,0,0.0,Green,0,,2014-08-02,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-12-22
515,83,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,NEIVA,3-59-1150,CARCAFE LTDA CI,1000 msnm,PITALITO,COFFEE COMPANY / CAFECOL,250.0,70,Almacafé,2013,2013-03-15,CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.33,7.67,7.75,7.42,7.75,7.58,Sample,10.0,10.0,10.0,7.5,Sample  83.00,,0.11,0,0.0,Green,1,,2014-03-15,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-02-08
516,83,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,NEIVA,3-59-1327,CARCAFE LTDA CI,1000 MSNM,PITALITO HUILA,ORLANDO ORTOZ / HIPOLITO TORRES,250.0,70,Almacafé,2013,2013-04-26,CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.58,7.75,7.42,7.67,7.58,7.42,Sample,10.0,10.0,10.0,7.58,Sample  83.00,,0.0,0,0.0,Green,2,,2014-04-26,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-10-18
517,83,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0021,C.I.Racafe & Cia S.C.A,DE 1600 a 1950 msnm,HUILA,LA PLATA,275.0,70,Almacafé,2012,2012-10-23,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.5,7.5,7.42,7.58,7.75,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.00,,0.11,1,0.0,Green,2,,2013-10-23,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-10-08
518,83,,,,,,Arabica,ROSA AURORA FALCON FERNANDEZ,Mexico,VEGAS,,"COATEPEC, VER",1104362909,,750,COATEPEC,GONZALO RIVERO PUERTO,15.0,1,AMECAFE,2012,2012-07-26,ROSA AURORA FALCON FERNANDEZ,Typica,Completed,Washed / Wet,Sample,7.67,7.58,7.42,7.5,7.67,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.00,,0.11,0,0.0,Green,20,,2013-07-26,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-07-16
519,83,,,,,,Arabica,SANTIAGO SOLIS AYERDI,Mexico,FINCA LA ESTANCIA,,"ATOYAC DE ALVAREZ, GUERRERO",1302911347,FINCA LA ESTANCIA,1200,ATOYAC DE ALVAREZ,SANTIAGO SOLIS AYERDI,20.0,1,AMECAFE,2012,2012-07-26,SANTIAGO SOLIS AYERDI,Typica,Completed,Semi-washed / Semi-pulped,Sample,7.67,7.83,7.5,7.58,7.58,7.67,Sample,9.33,10.0,10.0,7.83,Sample  83.00,,0.11,0,0.0,Green,7,,2013-07-26,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-03-31
523,83,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza-Armenia,3-68-0141,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250.0,70,Almacafé,2012,2012-06-08,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.58,7.58,7.58,7.67,7.42,Sample,10.0,10.0,10.0,7.5,Sample  83.00,,0.11,0,0.0,Green,0,,2013-06-08,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-11-13
524,83,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA IGUALDAD,,BENEFICIO LA IGUALDAD,11/194/07,"NUEVOS MERCADOS, S.A.",4500,"LA REFORMA, SAN MARCOS","NUEVOS MERCADOS, S.A.",275.0,1,Asociacion Nacional Del Café,2012,2012-04-27,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.5,7.67,7.5,7.67,7.5,7.83,Sample,10.0,10.0,10.0,7.33,Sample  83.00,,0.1,0,0.0,Green,2,,2013-04-27,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2012-06-13
525,83,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0170,C.I.Racafe & Cia S.C.A,1600 - 1950 MSNM,LA PLATA,LA PLATA,121.0,1,Almacafé,2011,2011-12-02,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.58,7.5,7.67,7.42,Sample,10.0,10.0,10.0,7.5,Sample  83.00,,0.12,0,0.0,Bluish-Green,0,,2012-12-01,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-08-19
528,83,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA #210391,,,,,23.0,45.359,Specialty Coffee Association,,2011-04-21,Kona Pacific Farmers Cooperative,,Completed,,Sample,7.83,7.83,7.67,7.83,7.92,7.83,Sample,9.33,9.33,9.33,8.08,Sample  83.00,,0.0,0,0.0,,0,,2012-04-20,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-12-15
529,83,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA #210363,,,,,5.0,45.359,Specialty Coffee Association,,2011-03-09,Kona Pacific Farmers Cooperative,,Completed,,Sample,7.5,7.58,7.42,7.58,7.58,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.00,,0.0,0,0.0,,1,,2012-03-08,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-01-14
