,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,Unnamed: 51,Notes,Export Date
643,82.58,,,,,,Arabica,Eric Thormaehlen,Costa Rica,VARIOS,,CORICAFE SA,5-0048-0125,CORICAFE S.A.,1200-1400,CENTRAL VALLEY - WEST VALLEY,VARIOS,250.0,1,Specialty Coffee Association of Costa Rica,2013,2014-05-09,Eric Thormaehlen,Catuai,Completed,Washed / Wet,Sample,7.67,7.42,7.5,7.67,7.0,7.75,Sample,10.0,10.0,10.0,7.58,Sample  82.58,,0.11,0,0.0,Green,3,,2015-05-09,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2014-06-13
644,82.58,,,,,,Arabica,Dane Loraas,Mexico,,,,016-2022-0008,Sustainable Harvest,,Veracruz,Huatusco,320.0,2.268,Specialty Coffee Association,2014,2014-04-18,Dane Loraas,,Completed,Washed / Wet,Sample,7.58,7.58,7.42,7.75,7.67,7.67,Sample,9.33,10.0,10.0,7.58,Sample  82.58,,0.0,0,0.0,Green,11,,2015-04-18,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-05-31
645,82.58,,,,,,Arabica,Brent Hall,Guatemala,,,,2,S&D Coffee and Tea,,,,1.0,2,Specialty Coffee Association,2012,2013-12-10,Brent Hall,,Completed,Natural / Dry,Sample,7.5,7.58,7.42,7.58,7.42,7.58,Sample,10.0,10.0,10.0,7.5,Sample  82.58,,0.0,0,0.0,Blue-Green,4,,2014-12-10,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-02-22
646,82.58,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,varias,,trilladora bonanza,3-68-0160,Exportadora de Cafe Condor S.A,1750 msnm,huila,varios,250.0,70,Almacafé,2013,2013-04-16,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.25,7.33,7.42,7.5,7.83,Sample,10.0,10.0,10.0,7.5,Sample  82.58,,0.11,0,0.0,Blue-Green,3,,2014-04-16,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-11-18
647,82.58,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,varias,,trilladora boananza,3-68-0004,Exportadora de Cafe Condor S.A,1750 msnm,huila,varios,250.0,70,Almacafé,2012,2012-10-09,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.5,7.75,7.25,7.33,7.58,Sample,10.0,10.0,10.0,7.42,Sample  82.58,,0.11,0,0.0,,3,,2013-10-09,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-01-09
649,82.58,,,,,,Arabica,GUILLERMO ROJAS SALDANA,Mexico,JAMAICA,,CUAUHTEMOC 321 COL. TRINIDAD DE LAS HUERTAS,1405818311,,1250,OAXACA,GUILLERMO ROJAS SALDAÑA,50.0,1,AMECAFE,2012,2012-09-04,GUILLERMO ROJAS SALDANA,Typica,Completed,Washed / Wet,Sample,7.5,7.58,7.5,7.5,7.42,7.5,Sample,10.0,10.0,10.0,7.58,Sample  82.58,,0.1,0,0.0,Green,6,,2013-09-04,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-03-07
650,82.58,,,,,,Arabica,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Mexico,LA TIMBUCHERA; EL OCOTITO Y LA HORTALIZA,,BENEFICIO CAFETALEROS DEL ARRAYANAL,703815218; 703815215; 703815197,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE SA DE CV,1150,COLIMA,FEDERICO ENCISO MICHEL; LEODAN ENCISO FIGUEROA; JAIME LOPEZ LOPEZ,70.0,1,AMECAFE,2012,2012-07-02,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Completed,Washed / Wet,Sample,7.67,7.58,7.58,7.75,7.67,6.83,Sample,10.0,10.0,10.0,7.5,Sample  82.58,,0.12,0,0.0,Green,0,,2013-07-02,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-10-16
651,82.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-1435,C.I.Racafe & Cia S.C.A,De 1.600 a 1.950 msnm,Huila,LA PLATA,275.0,70,Almacafé,2012,2012-06-13,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.33,7.42,7.58,7.42,7.67,7.5,Sample,10.0,10.0,10.0,7.67,Sample  82.58,,0.11,2,0.0,Green,2,,2013-06-13,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-11-13
652,82.58,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda Chamusca,,,002/1251/0359,,900-1050m,South Minas Gerais,Mario Garcia Reis Neto,42.0,60,NUCOFFEE,2011,2011-10-28,NUCOFFEE,Mundo Novo,Completed,,Sample,7.58,7.5,7.33,7.75,7.5,7.5,Sample,10.0,10.0,10.0,7.42,Sample  82.58,,0.0,0,0.0,,4,,2012-10-27,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2012-03-14
655,82.5,,,,,,Arabica,Elsy Reyes,Honduras,Las Cuchillas,165,CIGRAH S.A DE C.V,13-111-097,CIGRAH,1400,Comayagua,Nahun Maldonado,275.0,69,Instituto Hondureño del Café,2017,2017-06-03,Elsy Reyes,Caturra,Completed,Washed / Wet,Sample,7.58,7.58,7.33,7.5,7.5,7.5,Sample,10.0,10.0,10.0,7.5,Sample  82.50,,0.1,0,0.0,Green,4,,2018-06-03,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2018-04-06
656,82.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA,11/23/0146,BENEFICIO IXCHEL,11/23/0146,"UNEX GUATEMALA, S.A.",4000,ORIENTE,MARGARITA AVILA DE NUYENS,50.0,69,Asociacion Nacional Del Café,2016,2016-03-16,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.5,7.5,7.33,7.5,7.67,7.5,Sample,10.0,10.0,10.0,7.5,Sample  82.50,,0.1,0,2.0,Green,2,,2017-03-16,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2016-10-25
659,82.5,,,,,,Arabica,Shah Plantations,"Tanzania, United Republic Of",Shah Plantation,,Shah Plantation,C26,Shah Plantations,1600,Karatu Arusha,Shah Plantations,37.0,60,Africa Fine Coffee Association,2014,2014-12-18,Shah Plantations,Other,Completed,Washed / Wet,Sample,7.67,7.42,7.33,7.58,7.5,7.5,Sample,10.0,10.0,10.0,7.5,Sample  82.50,,0.12,0,0.0,Green,1,,2015-12-18,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2015-11-15
660,82.5,,,,,,Arabica,Amkeni Gourmet Coffee Group,"Tanzania, United Republic Of",Amkeni,,Amkeni Gourmet Coffee Group,C35,Amkeni Gourmet Coffee Group,,Moshi Rural,Amkeni Gourmet Coffee Group,5.0,60,Africa Fine Coffee Association,2014,2014-12-12,Amkeni Gourmet Coffee Group,Other,Completed,Washed / Wet,Sample,7.75,7.0,7.42,7.58,7.58,7.58,Sample,10.0,10.0,10.0,7.58,Sample  82.50,,0.12,0,0.0,Bluish-Green,3,,2015-12-12,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2015-04-10
662,82.5,,,,,,Arabica,Ipanema Coffees,Brazil,Fazenda Rio Verde,,Ipanema Coffees,002 - 4177 - 0039,Ipanema Coffees,1260,South Minas,Ipanema Coffees,69.0,60,Specialty Coffee Association,2013/2014,2014-01-14,Ipanema Coffees,Yellow Bourbon,Completed,Semi-washed / Semi-pulped,Sample,7.42,7.5,7.67,7.33,7.42,7.67,Sample,10.0,10.0,10.0,7.5,Sample  82.50,,0.11,0,0.0,Bluish-Green,0,,2015-01-14,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-04-08
663,82.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA UNION MONTEVERDE,,BENEFICIO IXCHEL,11/23/0633,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,"AGRICOLA MONTE VERDE, S.A.",250.0,69,Asociacion Nacional Del Café,2013,2013-05-30,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.83,7.42,7.33,7.67,7.42,7.5,Sample,10.0,10.0,10.0,7.33,Sample  82.50,,0.12,0,0.0,Green,4,,2014-05-30,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2013-09-13
664,82.5,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora bonanza,3-68-0162,Exportadora de Cafe Condor S.A,1750 msnm,HUILA,,250.0,70,Almacafé,2013,2013-05-07,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.5,7.5,7.42,7.42,7.58,7.58,Sample,10.0,10.0,10.0,7.5,Sample  82.50,,0.11,0,0.0,Green,1,,2014-05-07,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-01-03
665,82.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA Y ANEXOS,,BENEFICIO IXCHEL,11/426/2,"UNEX (GUATEMALA),S.A",4300,ORIENTE,MARGARITA DE NUYENS,250.0,69,Asociacion Nacional Del Café,2013,2013-02-26,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.83,7.67,7.17,7.33,7.5,7.67,Sample,10.0,10.0,10.0,7.33,Sample  82.50,,0.11,0,0.0,Green,0,,2014-02-26,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2013-11-29
666,82.5,,,,,,Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,LA PAGUA,,EL MAVODO,1702773555,,1679,SAN BARTOLO TUTOTEPEC,"VELASCO SAN AGUSTIN, NAZARIO",10.0,1,AMECAFE,2012,2012-09-27,SAUL M. HERNANDEZ RAMIREZ,Typica,Completed,Washed / Wet,Sample,7.5,7.58,7.5,7.5,7.42,7.42,Sample,10.0,10.0,10.0,7.58,Sample  82.50,,0.13,0,0.0,None,10,,2013-09-27,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-03-27
667,82.5,,,,,,Arabica,ENRIQUE MITRE LOPEZ,Mexico,CALTUCHOCO,,"ZAPOTITLAN DE MENDEZ, PUEBLA",1206966823,CAFE DE LA SIERRA NORTE DE PUEBLA,1100,ZAPOTITLAN DE MENDEZ,ENRIQUE MITRE LOPEZ,10.0,1,AMECAFE,2012,2012-07-26,ENRIQUE MITRE LOPEZ,Typica,Completed,Washed / Wet,Sample,7.67,7.5,7.33,7.67,7.5,7.33,Sample,10.0,10.0,10.0,7.5,Sample  82.50,,0.12,0,0.0,Green,5,,2013-07-26,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-08-18
668,82.5,,,,,,Arabica,Enrique Eduardo Lopez Aguilar,Mexico,SANTA CRUZ - PANTE DON MANUEL,,,PCO-031106-CF7,FINCA SANTA CRUZ,1650,LA CONCORDIA,SUSANA LETICIA LOPEZ AGUILAR,28.0,1,AMECAFE,2012,2012-06-07,Enrique Eduardo Lopez Aguilar,Typica,Completed,Semi-washed / Semi-pulped,Sample,7.92,7.5,7.33,7.58,7.25,7.42,Sample,10.0,10.0,10.0,7.5,Sample  82.50,,0.11,0,0.0,,2,,2013-06-07,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-06-29
669,82.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,VARIOUS,,,11/08/88-11/08/67,WAELTI -SCHOENFELD,,ORIENTE,VARIOUS,275.0,1,Asociacion Nacional Del Café,2012,2012-03-26,Juan Luis Alvarado Romero,Caturra,Completed,Natural / Dry,Sample,7.67,7.33,7.33,7.33,7.5,7.83,Sample,10.0,10.0,10.0,7.5,Sample  82.50,,0.11,0,0.0,Green,5,,2013-03-26,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2012-07-19
670,82.5,,,,,,Arabica,Jacques Pereira Carneiro,Brazil,Fazenda do Sertao,,Cocarive,002/1352/0099,Exportadora de Cafés Carmo de Minas LTDA,1.250 m,Carmo de Minas Micro Region,Nazareth Dias Pereira,300.0,60,NUCOFFEE,2012,2012-03-16,Jacques Pereira Carneiro,Bourbon,Completed,Semi-washed / Semi-pulped,Sample,7.67,7.42,7.33,7.67,7.5,7.5,Sample,10.0,10.0,10.0,7.42,Sample  82.50,,0.0,0,0.0,Blue-Green,4,,2013-03-16,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2012-09-10
671,82.5,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0582,C.I.Racafe & Cia S.C.A,DE 1.600 A 1.950 MSNM,HUILA,LA PLATA,275.0,70,Almacafé,2012,2012-03-05,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.5,7.33,7.5,7.25,7.67,Sample,10.0,10.0,10.0,7.58,Sample  82.50,,0.11,1,0.0,Green,3,,2013-03-05,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-02-22
672,82.5,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2135402,CQI,,Kona,,7.0,45.359,Specialty Coffee Association,2012,2012-02-23,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,Sample,7.33,7.42,7.33,7.75,7.42,7.67,Sample,10.0,10.0,10.0,7.58,Sample  82.50,,0.12,2,0.0,Green,3,,2013-02-22,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2013-01-19
673,82.5,,,,,,Arabica,Adam Kline,Guatemala,,,,11/0052/0538,,1600,Huehuetenango,,245.0,1,Specialty Coffee Association,,2010-07-23,Adam Kline,,Completed,,Sample,7.75,7.58,7.67,7.67,7.58,7.58,Sample,9.33,10.0,10.0,7.33,Sample  82.50,,0.01,1,0.0,,14,,2011-07-23,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2010-11-11
675,82.42,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,PIAMONTE,11/23/0639,BENEFICIO IXCHEL,11/23/0639,"UNEX GUATEMALA, S.A.",1700,SAN MARCOS,JORGE LEAL,50.0,69,Asociacion Nacional Del Café,2017,2017-09-08,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.58,7.5,7.33,7.75,7.33,7.5,Sample,10.0,10.0,10.0,7.42,Sample  82.42,,0.1,0,1.0,Green,2,,2018-09-08,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2018-05-07
676,82.42,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LAS MERCEDITAS,11/23/0366,BENEFICIO IXCHEL,11/23/0366,"UNEX GUATEMALA, S.A.",1700,SAN MARCOS,ANGEL DE LEON,50.0,69,Asociacion Nacional Del Café,2016,2017-06-01,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.58,7.25,7.67,7.42,7.33,Sample,10.0,10.0,10.0,7.5,Sample  82.42,,0.12,0,0.0,Green,0,,2018-06-01,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2018-02-12
677,82.42,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA ESMERALDA,11/23/0400,BENEFICIO IXCHEL,11/23/0400,"UNEX GUATEMALA, S.A.",518,EL PROGRESO,JESUS RAMIREZ,20.0,69,Asociacion Nacional Del Café,2017,2017-06-01,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.58,7.5,7.25,7.67,7.5,7.5,Sample,10.0,10.0,10.0,7.42,Sample  82.42,,0.12,0,0.0,Green,0,,2018-06-01,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2017-08-09
678,82.42,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,PROVIDENCIA,11/43367/12,BENEFICIO 2000,11/43367/12,Asociación Nacional del Café - Anacafe -,,SANTA ROSA,"PLANTACIONES AGROPECUARIAS, S.A.",275.0,69,Asociacion Nacional Del Café,2017,2017-01-20,Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.5,7.42,7.08,7.75,7.67,7.5,Sample,10.0,10.0,10.0,7.5,Sample  82.42,,0.11,0,2.0,Green,3,,2018-01-20,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2017-12-16
679,82.42,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-4434,Bachue,3-37-4434,Racafe & Cia S.C.A,1600,Guayatá,,43.0,70,Almacafé,2016,2016-08-05,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,5.08,7.75,7.83,7.75,7.83,8.08,Sample,10.0,10.0,10.0,8.08,Sample  82.42,,0.11,0,0.0,Green,1,,2017-08-05,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-11-20
684,82.42,,,,,,Arabica,The Coffee Source Inc.,Guatemala,SEVERAL,,IXCHEL,11-023-0024,The Coffee Source Inc.,1400 mts,Atitlan,UNEX,250.0,1,Specialty Coffee Association of Costa Rica,2013,2014-12-18,The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.5,7.5,7.5,7.67,7.42,7.5,Sample,10.0,10.0,10.0,7.33,Sample  82.42,,0.1,0,0.0,Green,0,,2015-12-18,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2015-11-14
686,82.42,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda Serra Negra,,,002/1251/0228,NUCOFFEE,1000m,South of Minas Gerais,Betina Vilela Reis,39.0,60,NUCOFFEE,2012,2014-05-08,NUCOFFEE,Catuai,Completed,Semi-washed / Semi-pulped,Sample,7.58,7.67,7.33,7.5,7.5,7.42,Sample,10.0,10.0,10.0,7.42,Sample  82.42,,0.12,0,0.0,Blue-Green,1,,2015-05-08,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2015-02-21
687,82.42,,,,,,Arabica,Dane Loraas,Peru,,,,030-0595-0128,Sustainable Harvest,Huanuco,Peru,,320.0,2.268,Specialty Coffee Association,2013,2014-01-21,Dane Loraas,,Completed,Washed / Wet,Sample,7.58,7.58,7.58,7.75,7.5,7.58,Sample,9.33,10.0,10.0,7.5,Sample  82.42,,0.0,0,0.0,Green,3,,2015-01-21,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-02-16
691,82.42,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-2044,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,,250.0,70,Almacafé,2013,2013-05-31,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.42,7.33,7.5,7.58,7.5,Sample,10.0,10.0,10.0,7.42,Sample  82.42,,0.11,0,0.0,Green,9,,2014-05-31,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-05-25
696,82.42,,,,,,Arabica,DARIO CESAR GALEANA SANCHEZ,Mexico,CORRAL DEL DIABLO LOTE 1,,CORRAL DEL DIABLO LOTE 1,3252,,1300,ZIHUATANEJO DE AZUETA,DARIO FRANCISCO GALEANA SOLIS,74.0,1,AMECAFE,2012,2012-07-25,DARIO CESAR GALEANA SANCHEZ,Typica,Completed,Washed / Wet,Sample,7.5,7.58,7.33,7.5,7.5,7.5,Sample,10.0,10.0,10.0,7.5,Sample  82.42,,0.11,0,0.0,Green,0,,2013-07-25,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-08-12
697,82.42,,,,,,Arabica,JOSE DANIEL COBILT CASTRO,Mexico,CAÑADA FRIA,,HUATUSCO,1104558673,,1350,HUATUSCO,JOSE DANIEL COBILT CASTRO,26.0,1,AMECAFE,2012,2012-07-11,JOSE DANIEL COBILT CASTRO,Pacamara,Completed,Washed / Wet,Sample,7.58,7.58,7.17,7.5,7.5,7.5,Sample,10.0,10.0,10.0,7.58,Sample  82.42,,0.14,0,0.0,Green,6,,2013-07-11,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-12-21
698,82.42,,,,,,Arabica,ALVARO QUIROS PEREZ,Mexico,FINCA NEXTLALPA,,XICOTEPEC DE JUAREZ,"120706171, 1207106169",,1150,XICOTEPEC DE JUAREZ,"ALVARO QUIROS PEREZ, MIGUEL QUIROZ PEREZ",10.0,1,AMECAFE,2012,2012-07-03,ALVARO QUIROS PEREZ,Caturra,Completed,Washed / Wet,Sample,7.58,7.33,7.33,7.58,7.5,7.5,Sample,10.0,10.0,10.0,7.58,Sample  82.42,,0.11,0,0.0,Green,0,,2013-07-03,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-09-28
699,82.42,,,,,,Arabica,OLIVIA HERNANDEZ VIRVES,Mexico,SANTA ROSA,,,125464,,1250,PROGRESO SANTA ROSA TEOCELO,OLIVIA HERNANDEZ VIRVES,1.0,1,AMECAFE,2012,2012-06-06,OLIVIA HERNANDEZ VIRVES,Bourbon,Completed,Washed / Wet,Sample,7.67,7.58,7.33,7.42,7.58,7.33,Sample,10.0,10.0,10.0,7.5,Sample  82.42,,0.13,0,0.0,,4,,2013-06-06,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-09-29
701,82.42,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,,3-59-0782,CARCAFE LTDA CI,442 MSNM,HUILA,JAIME PULIDO / ALBINO MAHECHA / FREDDY MENDEZ,250.0,70,Almacafé,2012,2012-01-31,CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.67,7.33,7.25,7.42,7.5,7.67,Sample,10.0,10.0,10.0,7.58,Sample  82.42,,0.0,0,0.0,,2,,2013-01-30,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-05-21
702,82.42,,,,,,Arabica,NUCOFFEE,Brazil,Santa Mariana,,,002/1251/185,NUCOFFEE,,South of Minas Gerais,Glycia Maria,51.0,60,NUCOFFEE,2012,2012-01-23,NUCOFFEE,Arusha,Completed,Natural / Dry,Sample,7.75,7.5,7.42,7.42,7.5,7.42,Sample,10.0,10.0,10.0,7.42,Sample  82.42,,0.11,0,0.0,Blue-Green,2,,2013-01-22,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2012-03-20
703,82.42,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza-Armenia,3-68-0066,Exportadora de Cafe Condor S.A,1750,Huila,,250.0,70,Almacafé,2011,2011-12-22,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.33,7.58,7.17,7.58,7.42,7.58,Sample,10.0,10.0,10.0,7.75,Sample  82.42,,0.0,0,0.0,Green,2,,2012-12-21,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-05-29
704,82.42,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza-Armenia,3-68-0262,,1750 m.s.n.m,huila,,0.0,70,Almacafé,3T/2011,2011-09-22,Exportadora de Cafe Condor S.A,,Completed,,Sample,7.58,7.25,7.42,7.25,7.58,7.83,Sample,10.0,10.0,10.0,7.5,Sample  82.42,,0.02,0,0.0,,1,,2012-09-21,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-03-28
705,82.33,,,,,,Arabica,Bismarck Castro,Honduras,Los Hicaques,63,CIGRAH S.A. DE .V.,13-111-022,CIGRAH S.A DE C.V,1396,Comayagua,Reinerio Zepeda,275.0,69,Instituto Hondureño del Café,2017,2017-04-06,Bismarck Castro,Caturra,Completed,Washed / Wet,Sample,7.5,7.58,7.33,7.5,7.42,7.42,Sample,10.0,10.0,10.0,7.58,Sample  82.33,,0.1,0,1.0,Green,8,,2018-04-06,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2018-02-06
707,82.33,,,,,,Arabica,Gabriel Barbara,Brazil,,2016/0001,COPAG,02 / 143-0 / 0044,Volcafe Ltda.,,CERRADO,,305.0,59,Brazil Specialty Coffee Association,2016 / 2017,2016-10-13,Gabriel Barbara,,Completed,Natural / Dry,Sample,7.42,7.42,7.42,7.5,7.5,7.58,Sample,10.0,10.0,10.0,7.5,Sample  82.33,,0.11,0,4.0,Green,14,,2017-10-13,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2017-03-18
